Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
norco,https://www.metacritic.com/game/pc/norco,Raw Fury,Geography of Robots,24-Mar-22,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series X","NORCO is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans. Collapse",89,generally favorable reviews,22,21,1,0,7.1,mixed or average reviews,62,10,4,6,"Adventure, Point-and-Click",No Online Multiplayer,,"#11 Best PC Game of 2022
#94 Most Discussed PC Game of 2022"
rez-infinite,https://www.metacritic.com/game/pc/rez-infinite,Enhance Games,"UGA, Monstars Inc., Resonair",9-Aug-17,"PlayStation 4, PlayStation 5","To resolve the world's rising crime rates, a new system called Project-K was created. However, Eden, the core of Project-K, has fallen into a vegetative state. Now it's up to you, a hacker, to travel through a cyberspace filled with firewalls, viruses, and other obstacles, and jump-start the system's artificial intelligence. Scattered throughout the levels are evolution spheres, which let you transform into more powerful humanoid forms. The game features a pounding soundtrack and unique vector worlds. Collapse",89,generally favorable reviews,7,6,1,0,7.1,mixed or average reviews,43,5,0,1,"Action, Shooter, Rail",No Online Multiplayer,,#6 Best PC Game of 2017
battlefield-3,https://www.metacritic.com/game/pc/battlefield-3,Electronic Arts,EA DICE,25-Oct-11,"PlayStation 3, Xbox 360","As bullets whiz by, walls crumble, and explosions throw you to the ground, the battlefield feels more alive and interactive than ever before. In Battlefield 3, players step into the role of the elite U.S. Marines where they will experience heart-pounding single player missions and competitive multiplayer actions ranging across diverse locations from around the globe including Europe, Middle-East and North America. Collapse",89,generally favorable reviews,61,60,1,0,7.6,generally favorable reviews,5612,1125,206,275,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern, Arcade",,M,"#8 Best PC Game of 2011
#6 Most Discussed PC Game of 2011
#5 Most Shared PC Game of 2011"
battlefield-1942,https://www.metacritic.com/game/pc/battlefield-1942,EA Games,Digital Illusions,10-Sep-02,,"In Battlefield 1942, you will experience the heat of battle as you heroically storm the beaches of Normandy, drive a tank across the deserts of northern Africa, pilot a fighter plane during the Battle of Midway, command a battleship at Guadalcanal, or parachute and commandeer a jeep in operation Market Garden. It is the only first person, team-based action game that places you in the midst of a raging WWII battlefield with 35 ""machines of war"" under your control. You'll pick up the sidearm of your choice and get behind the wheel of a variety of vehicles, ships, and aircraft to go to war on land, sea, and air during some of the most famous and pivotal battles of the Second World War. [Electronic Arts] Collapse",89,generally favorable reviews,27,27,0,0,8.5,generally favorable reviews,492,58,8,4,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",64,T,"#14 Best PC Game of 2002
#8 Most Discussed PC Game of 2002
#34 Most Shared PC Game of 2002"
madden-nfl-2003,https://www.metacritic.com/game/pc/madden-nfl-2003,EA Sports,EA Sports,12-Aug-02,PlayStation 2,"The Next Level of Online Play: Join EA SPORTS Online and play in Quick Tournaments, Two-Minute Drill mode and Mini-Camp Challenge with detailed stats. Audio Dream Team: Legendary announcer Al Michaels joins John Madden. Deepest Franchise Mode Ever: Play 30 years of Franchise mode and draft players each season with tips from your scouts. Create the Ultimate Online Hero: Take your created player online, earn points and spend them to customize accessories. New Enhanced Game Engine: Based on the same engine used in the console versions of Madden NFL 2003. [EA Sports] Collapse",89,generally favorable reviews,12,10,2,0,7.1,mixed or average reviews,22,9,2,0,"Sports, Traditional, Team, Football, Sim, Sim",14,E,"#15 Best PC Game of 2002
#47 Most Discussed PC Game of 2002"
dirt-2,https://www.metacritic.com/game/pc/dirt-2,Codemasters,Codemasters,8-Dec-09,"PlayStation 3, Xbox 360","(Also known as ""Colin McRae: DiRT 2"" in the UK/EU) DiRT 2 takes racing games to a new level with thrilling new race types, striking locations, big event atmosphere, and a peerless line-up of super-charged speed machines, each selected to deliver spectacular, fast-paced racing. Taking players on an exhilarating World Tour, DiRT 2 delivers over 100 stunning events, including aggressive, multi-vehicle races and intense solo challenges, set in the most diverse and demanding real-world environments. From the muddy tracks of the Malaysian rainforest to spectator-packed stadiums in London and Los Angeles, racers compete in contemporary off-road race disciplines covering Rallycross, Trailblazer, Raid, Landrush, and Rally. Embracing the culture and new heroes of modern off-road racing, DiRT 2 features an exciting line-up of the best new rally drivers - including the multi medal-winning Subaru Rally Team USA driver Ken Block alongside Travis Pastrana, Dave Mirra, and Tanner Faust, who help players build their racing career. [Codemasters] Collapse",89,generally favorable reviews,22,22,0,0,8.2,generally favorable reviews,443,53,6,10,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",,T,"#7 Best PC Game of 2009
#34 Most Discussed PC Game of 2009
#40 Most Shared PC Game of 2009"
it-takes-two,https://www.metacritic.com/game/pc/it-takes-two,Electronic Arts,Hazelight,26-Mar-21,"PlayStation 4, PlayStation 5, Switch, Xbox One, Xbox Series X","From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically acclaimed A Way Out and Brothers: A Tale of Two Sons.

Something out of the ordinary
Bring your favorite co-op partner and together step into the shoes of May and Cody. As the couple is going through a divorce, through unknown means their minds are transported into two dolls which their daughter, Rose, made to represent them. Now they must reluctantly find a way to get back into their bodies, a quest which takes them through the most wild, unexpected and fantastical journey imaginable. Collapse",89,generally favorable reviews,20,20,0,0,8.8,generally favorable reviews,607,147,3,18,"Action Adventure, Linear",No Online Multiplayer,T,"#6 Best PC Game of 2021
#23 Most Discussed PC Game of 2021"
return-of-the-obra-dinn,https://www.metacritic.com/game/pc/return-of-the-obra-dinn,3909,Lucas Pope,18-Oct-18,"PlayStation 4, Switch, Xbox One",Return of the Obra Dinn is a first-person mystery adventure based on exploration and logical deduction.,89,generally favorable reviews,35,33,2,0,8.6,generally favorable reviews,371,66,9,4,"Adventure, 3D, First-Person",No Online Multiplayer,,"#3 Best PC Game of 2018
#44 Most Discussed PC Game of 2018
#38 Most Shared PC Game of 2018"
stardew-valley,https://www.metacritic.com/game/pc/stardew-valley,Chucklefish,"Eric Barone, ConcernedApe",26-Feb-16,"iPhone/iPad, PlayStation 4, PlayStation Vita, Switch, Xbox One","Stardew Valley is an RPG-style farming game. It's up to you to choose your path... Will you devote your time to raising crops and caring for animals? Will you spend time in the local village, befriending the local townspeople? Do you get a kick out of slaying dreadful monsters in the mysterious mountain caverns? Or will you try to accomplish everything and claim the coveted title of Stardew Hero? Collapse",89,generally favorable reviews,30,29,1,0,8.8,generally favorable reviews,1483,258,26,17,"General, Role-Playing, General",No Online Multiplayer,E10+,"#7 Best PC Game of 2016
#15 Most Discussed PC Game of 2016
#10 Most Shared PC Game of 2016"
prince-of-persia-the-sands-of-time,https://www.metacritic.com/game/pc/prince-of-persia-the-sands-of-time,Ubisoft,Ubisoft,2-Dec-03,"PlayStation 2, PlayStation 3","Amidst the sands of ancient Persia, a young Prince unleashes a deadly evil. Embark on a harrowing quest to restore peace and the fabric of Time. Embody a legendary hero with gravity-defying acrobatics, ferocious fighting combos, and the ability to bend time to fulfill his bidding. Wield the power of the Sands of Time - a mythical force allowing the Prince to erase the past, behold the future, and freeze the present. You'll uncover the mysteries of a world never before explored in action-adventure gaming. Ancient Persia, mythical and deadly, holds a staggering array of landscapes and kingdoms to explore and conquer. [Ubi Soft] Collapse",89,generally favorable reviews,32,32,0,0,8.5,generally favorable reviews,711,70,19,4,"Action Adventure, Fantasy, Fantasy, Linear",No Online Multiplayer,T,"#9 Best PC Game of 2003
#13 Most Discussed PC Game of 2003
#5 Most Shared PC Game of 2003"
what-remains-of-edith-finch,https://www.metacritic.com/game/pc/what-remains-of-edith-finch,Annapurna Interactive,Giant Sparrow,24-Apr-17,"iPhone/iPad, PlayStation 4, PlayStation 5, Switch, Xbox One, Xbox Series X",What Remains of Edith Finch is a collection of short stories about a cursed family in Washington State.,89,generally favorable reviews,23,22,1,0,8.4,generally favorable reviews,809,151,24,16,"Adventure, 3D, First-Person",No Online Multiplayer,,"#7 Best PC Game of 2017
#20 Most Discussed PC Game of 2017
#65 Most Shared PC Game of 2017"
railroad-tycoon-ii,https://www.metacritic.com/game/pc/railroad-tycoon-ii,Gathering,PopTop Software,2-Nov-98,,"Ride the Iron Horse. It can take you from New York to South Africa. It can take you from the year 1804 to the year 2000. It can take you from penniless manual laborer to powerful multi-millionaire. It can take you from a normal, well-adjusted, well-rounded person to an obsessed, singled-minded, one-tracked trainhead. This is a real railroad game, not just a strategy game that happens to involve railroads. If you want to hop on a plane, car or ship, hop on another game. This game is about trains for people who love trains. Everything about the game is centered around an authentic look and feeling of the railways. Period video and pictures are interlaced with the game. The design and interface are true to the character of the fabled late 1800's railroads. A.I. opponents are based on real people. And all maps are real (based on satellite photography from US Geological Service and other sources). [Gathering of Developers] Collapse",89,generally favorable reviews,11,10,1,0,8.5,generally favorable reviews,101,12,0,2,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",18,E,"#5 Best PC Game of 1998
#7 Most Discussed PC Game of 1998
#10 Most Shared PC Game of 1998"
asgards-wrath,https://www.metacritic.com/game/pc/asgards-wrath,Oculus Studios,Sanzaru,10-Oct-19,,Unleash the wrath of the Gods in a mythical Norse adventure that can only unfold in VR. Forge your destiny as both a mortal hero and living god in an action role playing game of unworldly depth.,88,generally favorable reviews,15,15,0,0,8.2,generally favorable reviews,86,24,4,1,"Role-Playing, Action Adventure, General, Action RPG",No Online Multiplayer,M,"#9 Best PC Game of 2019
#95 Most Discussed PC Game of 2019"
