Title,Original Price,Discounted Price,Release Date,Link,Game Description,Recent Reviews Summary,All Reviews Summary,Recent Reviews Number,All Reviews Number,Developer,Publisher,Supported Languages,Popular Tags,Game Features,Minimum Requirements
Prison Architect,$14.49 ,$14.49 ,"6 Oct, 2015",https://store.steampowered.com/app/233450/Prison_Architect/?snr=1_7_7_230_150_10,Only the world＊s most ruthless Warden can contain the world＊s most ruthless inmates. Design and develop your personalized penitentiary in Prison Architect.,Very Positive,Very Positive,"- 83% of the 369 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","- 90% of the 53,743 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","Double Eleven, Introversion Software",Paradox Interactive,"['English', 'French', 'Italian', 'German', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Dutch', 'Japanese', 'Swedish', 'Traditional Chinese', 'Turkish']","['Simulation', 'Building', 'Sandbox', 'Strategy', 'Base Building', 'Colony Sim', 'Management', 'City Builder', '2D', 'Top-Down', 'Economy', 'Resource Management', 'Multiplayer', 'Singleplayer', 'Capitalism', 'Moddable', 'Funny', 'Replay Value', 'Indie', 'Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",OS: | Windows 7 64-bit |   | Processor: | Intel Core2 Duo 2.4Ghz or Higher / AMD 3Ghz or Higher |   | Memory: | 6 GB RAM |   | Graphics: | Nvidia 8600 / Radeon equivalent (2009 era) |   | Hard Drive: | 400 MB HD space
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,$19.99 ,$19.99 ,"4 Feb, 2016",https://store.steampowered.com/app/349040/NARUTO_SHIPPUDEN_Ultimate_Ninja_STORM_4/?snr=1_7_7_230_150_10,The latest opus in the acclaimed STORM series is taking you on a colourful and breathtaking ride. Take advantage of the totally revamped battle system and prepare to dive into the most epic fights you＊ve ever seen !,Very Positive,Very Positive,- 89% of the 559 user reviews in the last 30 days are positive.,"- 90% of the 62,742 user reviews for this game are positive.",CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Polish', 'Russian', 'Japanese', 'Portuguese - Brazil', 'Thai', 'Korean', 'Traditional Chinese']","['Anime', 'Fighting', 'Action', 'Ninja', 'Multiplayer', 'Adventure', 'Story Rich', 'Singleplayer', 'Local Multiplayer', 'Third Person', 'Great Soundtrack', 'Open World', 'Fantasy', 'Atmospheric', 'Co-op', 'Online Co-Op', ""Beat 'em up"", 'Local Co-Op', 'Memes', 'Heist']","['Single-player', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","OS: |  Windows (64bit) 7 or higher up to date | Processor: |  Intel Core2 Duo, 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHz | Memory: |  2 GB RAM | Graphics: |  1024 MB video card | DirectX: |  Version 11 | Storage: |  40 GB available space"
Assassin＊s Creed? IV Black Flag?,$21.99 ,$21.99 ,"19 Nov, 2013",https://store.steampowered.com/app/242050/Assassins_Creed_IV_Black_Flag/?snr=1_7_7_230_150_10,"The year is 1715. Pirates rule the Caribbean and have established their own lawless Republic where corruption, greediness and cruelty are commonplace.Among these outlaws is a brash young captain named Edward Kenway.",Very Positive,Very Positive,- 83% of the 724 user reviews in the last 30 days are positive.,"- 89% of the 52,888 user reviews for this game are positive.",Ubisoft Montreal,Ubisoft,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Swedish', 'Simplified Chinese']","['Pirates', 'Open World', 'Assassin', 'Action', 'Adventure', 'Stealth', 'Parkour', 'Third Person', 'Naval', 'Multiplayer', 'Historical', 'Story Rich', 'Singleplayer', 'Exploration', 'Action-Adventure', 'Naval Combat', 'Atmospheric', 'RPG', 'Mature', 'Action RPG']","['Single-player', 'In-App Purchases']","OS: |  Windows Vista SP2 | Processor: |  Intel Core2Quad Q8400 @ 2.6 GHz or AMD Athlon II X4 620 @ 2.6 GHz | Memory: |  2 GB RAM | Graphics: |  Nvidia Geforce GTX 260 or AMD Radeon HD 4870 (512MB VRAM with shader Model 4.0 or higher) | Storage: |  30 GB available space | Sound Card: |  DirectX Compatible Sound Card with latest drivers | Additional Notes: |  Windows-Compatible keyboard and mouse required, controller optional."
Resident Evil 2,$31.99 ,$31.99 ,"24 Jan, 2019",https://store.steampowered.com/app/883710/Resident_Evil_2/?snr=1_7_7_230_150_10,"A deadly virus engulfs the residents of Raccoon City in September of 1998, plunging the city into chaos as flesh eating zombies roam the streets for survivors. An unparalleled adrenaline rush, gripping storyline, and unimaginable horrors await you. Witness the return of Resident Evil 2.",Overwhelmingly Positive,Overwhelmingly Positive,"- 97% of the 1,617 user reviews in the last 30 days are positive.","- 97% of the 93,404 user reviews for this game are positive.","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Arabic', 'Thai', 'Spanish - Latin America']","['Zombies', 'Survival Horror', 'Horror', 'Remake', 'Singleplayer', 'Third Person', 'Gore', 'Action', 'Atmospheric', 'Puzzle', 'Violent', 'Story Rich', 'Survival', 'Classic', 'Multiplayer', 'Female Protagonist', 'Dark', 'Adventure', 'Shooter', 'Difficult']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']","Requires a 64-bit processor and operating system | OS: |  WINDOWS? 10 (64-BIT Required) | Processor: |  Intel? Core? i5-4460 or AMD FX?-6300 or better | Memory: |  8 GB RAM | Graphics: |  NVIDIA? GeForce? GTX 960 or AMD Radeon? RX 460 | DirectX: |  Version 12 | Storage: |  26 GB available space | Additional Notes: |  This game is expected to run at 1080p/30 FPS. If you have don't have enough graphics memory to run the game at your selected texture quality, you must go to Options > Graphics and lower the texture quality or shadow quality, or decrease the resolution. An internet connection is required for product activation. (Network connectivity uses Steam? developed by Valve? Corporation.)"
Automobilista 2,$18.49 ,$18.49 ,"30 Jun, 2020",https://store.steampowered.com/app/1066890/Automobilista_2/?snr=1_7_7_230_150_10,"Automobilista 2 once again puts you in the driving seat of an advanced and diverse racing simulator - now with incredible graphical quality, high-profile cars and tracks, advanced dynamic track condition system and VR support.",Very Positive,Very Positive,- 91% of the 152 user reviews in the last 30 days are positive.,"- 90% of the 5,152 user reviews for this game are positive.",Reiza Studios,Reiza Studios,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America']","['Racing', 'Simulation', 'Sports', 'VR', 'Indie', 'Action', 'Automobile Sim', 'Driving', 'Realistic']","['Single-player', 'Online PvP', 'LAN PvP', 'Full controller support', 'VR Supported']",Requires a 64-bit processor and operating system | OS: |  Windows 10 (+ specific versions of 7) | Processor: |  3.5 GHz Intel Core i5 3450 or AMD FX-8350 | Memory: |  8 GB RAM | Graphics: |  GTX680 or equivalent | DirectX: |  Version 11 | Network: |  Broadband Internet connection | Storage: |  120 GB available space | Sound Card: |  DirectX compatible sound card | VR Support: |  SteamVR or Oculus PC. Keyboard or gamepad required
Terra Nil,$17.99 ,$17.99 ,"28 Mar, 2023",https://store.steampowered.com/app/1593030/Terra_Nil/?snr=1_7_7_230_150_10,"Terra Nil is an intricate environmental strategy game about transforming a barren wasteland into a thriving, balanced ecosystem. Bring life back to a lifeless world by purifying soil, cleaning oceans, planting trees, and reintroducing wildlife, then leave without a trace.",Very Positive,Very Positive,- 82% of the 215 user reviews in the last 30 days are positive.,"- 83% of the 3,401 user reviews for this game are positive.",Free Lives,Devolver Digital,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Arabic', 'Polish', 'Spanish - Latin America', 'Swedish', 'Thai', 'Turkish']","['Nature', 'Strategy', 'Relaxing', 'Puzzle', 'City Builder', 'Procedural Generation', 'Atmospheric', 'Casual', 'Turn-Based Strategy', 'Isometric', '2.5D', 'Singleplayer', 'Colorful', 'Emotional', 'Resource Management', 'Cute', 'Family Friendly', 'Stylized', 'Instrumental Music', 'Post-apocalyptic']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Requires a 64-bit processor and operating system | OS: |  Windows 7 x64 | Processor: |  Intel Core i5-4590 / AMD FX-8350 | Memory: |  8 GB RAM | Graphics: |  GeForce GTX 760 / Radeon RX 560X | Storage: |  2 GB available space
Titanfall? 2,$29.99 ,$29.99 ,"18 Jun, 2020",https://store.steampowered.com/app/1237970/Titanfall_2/?snr=1_7_7_230_150_10,"Respawn Entertainment gives you the most advanced titan technology in its new, single player campaign & multiplayer experience. Combine & conquer with new titans & pilots, deadlier weapons, & customization and progression systems that help you and your titan flow as one unstoppable killing force.",Overwhelmingly Positive,Very Positive,"- 95% of the 2,620 user reviews in the last 30 days are positive.","- 94% of the 151,495 user reviews for this game are positive.",Respawn Entertainment,Electronic Arts,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Portugal', 'Russian', 'Spanish - Latin America', 'Traditional Chinese']","['FPS', 'Multiplayer', 'Mechs', 'Shooter', 'Action', 'Singleplayer', 'Parkour', 'Sci-fi', 'First-Person', 'Futuristic', 'PvP', 'Combat', 'Military', 'Dating Sim', 'Fast-Paced', 'Team-Based', 'Time Travel', 'Hero Shooter', 'Violent', 'Co-op']","['Single-player', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Requires a 64-bit processor and operating system | OS: |  Win 7/8/8.1/10 64bit | Processor: |  Intel Core i3-6300t or equivalent [4 or more hardware threads] | Memory: |  8 GB RAM | Graphics: |  NVIDIA Geforce GTX 660 2GB or AMD Radeon HD 7850 2GB | DirectX: |  Version 11 | Storage: |  45 GB available space
They Are Billions,$14.49 ,$13.04 ,"18 Jun, 2019",https://store.steampowered.com/app/644930/They_Are_Billions/?snr=1_7_7_230_150_10,They Are Billions is a Steampunk strategy game set on a post-apocalyptic planet. Build and defend colonies to survive against the billions of the infected that seek to annihilate the few remaining living humans. Can humanity survive after the zombie apocalypse?,Very Positive,Very Positive,- 87% of the 271 user reviews in the last 30 days are positive.,"- 85% of the 38,869 user reviews for this game are positive.",Numantian Games,Numantian Games,"['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian']","['Base Building', 'Colony Sim', 'Strategy', 'Zombies', 'Survival', 'RTS', 'Tower Defense', 'City Builder', 'Steampunk', 'Building', 'Post-apocalyptic', 'Singleplayer', 'Resource Management', 'Real-Time with Pause', 'Difficult', 'Tactical', 'Management', 'Indie', 'Early Access', 'Multiplayer']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet']","OS: |  Windows 7, 8, 10 (32 and 64 bits) | Processor: |  INTEL, AMD 2 cores CPU at 2Ghz | Memory: |  4 GB RAM | Graphics: |  Intel HD3000, Radeon, Nvidia card with shader model 3, 1GB video ram. | DirectX: |  Version 9.0c | Storage: |  4 GB available space | Additional Notes: |  Minimum resolution: 1360x768, recomended FULL HD 1920x1080."
My Summer Car,$8.49 ,$8.49 ,"24 Oct, 2016",https://store.steampowered.com/app/516750/My_Summer_Car/?snr=1_7_7_230_150_10,"My Summer Car is the ultimate car owning, building, fixing, tuning, maintenance AND permadeath life survival simulator. You start the game with hundreds of loose parts and assemble both car and engine.",Very Positive,Very Positive,"- 92% of the 1,081 user reviews in the last 30 days are positive.","- 94% of the 51,808 user reviews for this game are positive.",Amistech Games,Amistech Games,"['English', 'Finnish']","['Automobile Sim', 'Simulation', 'Driving', 'Open World', 'Survival', 'Realistic', 'Building', 'First-Person', 'Racing', 'Singleplayer', 'Early Access', 'Funny', 'Sandbox', 'Difficult', 'Perma Death', 'Comedy', 'Indie', 'Adventure', 'Puzzle', 'Memes']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","OS: |  64bit versions of Windows 7, Windows 8, Windows 10 | Processor: |  +3 GHZ dual core processor | Memory: |  6 GB RAM | Graphics: |  Nvidia GTX 960 or AMD equivalent | DirectX: |  Version 9.0 | Storage: |  1 GB available space | Sound Card: |  DirectX Compatible Soundcard | Additional Notes: |  High CPU single core performance required"
Blade and Sorcery,$10.49 ,$10.49 ,"11 Dec, 2018",https://store.steampowered.com/app/629730/Blade_and_Sorcery/?snr=1_7_7_230_150_10,"Blade & Sorcery is a built-for-VR medieval fantasy sandbox with full physics driven melee, ranged and magic combat. Become a powerful warrior, ranger or sorcerer and devastate your enemies.",Overwhelmingly Positive,Overwhelmingly Positive,- 96% of the 602 user reviews in the last 30 days are positive.,"- 96% of the 41,231 user reviews for this game are positive.",WarpFrog,WarpFrog,['English'],"['VR', 'Swordplay', 'Action', 'Moddable', 'Gore', 'Violent', 'Magic', 'Sandbox', 'Simulation', 'Physics', 'Medieval', 'Fighting', 'First-Person', 'Singleplayer', 'Fantasy', 'Adventure', 'Early Access', 'RPG', 'Indie', 'Games Workshop']","['Single-player', 'Tracked Controller Support', 'VR Only']",OS: |  Windows 10 | Processor: |  Quad Core 3GHz | Memory: |  8 GB RAM | Graphics: |  NVIDIA GTX 1070 | VR Support: |  SteamVR or Oculus PCVR. Standing or Room Scale | Additional Notes: |  Minimum 72Hz VR support
Plants vs. Zombies GOTY Edition,$4.99 ,$4.99 ,"5 May, 2009",https://store.steampowered.com/app/3590/Plants_vs_Zombies_GOTY_Edition/?snr=1_7_7_230_150_10,"Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks.",Overwhelmingly Positive,Overwhelmingly Positive,"- 97% of the 1,702 user reviews in the last 30 days are positive.","- 97% of the 99,577 user reviews for this game are positive.","PopCap Games, Inc.","PopCap Games, Inc.",['English'],"['Tower Defense', 'Zombies', 'Strategy', 'Singleplayer', 'Casual', 'Comedy', '2D', 'Classic', 'Great Soundtrack', 'Family Friendly', 'Funny', 'Puzzle', 'Addictive', 'Cute', 'Survival', 'Indie', 'Tactical', 'Adventure', 'Touch-Friendly', 'Post-apocalyptic']","['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet']",
The Long Drive,$6.99 ,$6.99 ,"25 Sep, 2019",https://store.steampowered.com/app/1017180/The_Long_Drive/?snr=1_7_7_230_150_10,Random generated open world semi-post apocalyptic survival car driving game.,Very Positive,Very Positive,- 90% of the 721 user reviews in the last 30 days are positive.,"- 91% of the 22,191 user reviews for this game are positive.",Genesz,Genesz,['English'],"['Automobile Sim', 'Open World', 'Multiplayer', 'Driving', 'Survival', 'Post-apocalyptic', 'Exploration', 'First-Person', 'Singleplayer', 'Adventure', 'Simulation', 'Horror', 'Early Access', 'Indie', 'Realistic', 'Sexual Content', 'Action', 'Racing', 'Shooter', 'FPS']","['Single-player', 'Remote Play Together']",OS: |  Windows 10 64bit | Processor: |  +3 GHZ dual core processor | Memory: |  4 GB RAM | Graphics: |  Nvidia GTX 650 TI or AMD equivalent | Storage: |  700 MB available space
